iter	F1:class=0_TP	F1:class=0_TP+FP	F1:class=0_TP+FN	F1:class=1_TP	F1:class=1_TP+FP	F1:class=1_TP+FN	F1:class=2_TP	F1:class=2_TP+FP	F1:class=2_TP+FN
58	164.6500268	192.0271014	204.4555278	149.0952348	187.6460928	173.1428533	126.6759768	187.1165807	189.1913939
59	164.6500268	193.1238631	204.4555278	149.0952348	187.6460928	173.1428533	125.579215	186.019819	189.1913939
60	164.6500268	193.1238631	204.4555278	149.0952348	187.6460928	173.1428533	125.579215	186.019819	189.1913939
61	164.6500268	193.672244	204.4555278	149.0952348	187.6460928	173.1428533	125.0308342	185.4714382	189.1913939
62	164.6500268	193.672244	204.4555278	149.0952348	187.6460928	173.1428533	125.0308342	185.4714382	189.1913939
63	164.6500268	193.672244	204.4555278	149.0952348	187.6460928	173.1428533	125.0308342	185.4714382	189.1913939
64	164.6500268	193.1238631	204.4555278	149.0952348	187.6460928	173.1428533	125.579215	186.019819	189.1913939
65	164.6500268	193.1238631	204.4555278	149.0952348	187.6460928	173.1428533	125.579215	186.019819	189.1913939
66	164.6500268	193.1238631	204.4555278	149.0952348	187.6460928	173.1428533	125.579215	186.019819	189.1913939
67	164.6500268	193.1238631	204.4555278	149.0952348	187.6460928	173.1428533	125.579215	186.019819	189.1913939
68	162.8406858	191.3145221	204.4555278	149.0952348	187.6460928	173.1428533	125.579215	187.82916	189.1913939
69	162.8406858	191.3145221	204.4555278	149.0952348	187.6460928	173.1428533	125.579215	187.82916	189.1913939
70	162.8406858	191.3145221	204.4555278	149.0952348	187.6460928	173.1428533	125.579215	187.82916	189.1913939
71	162.8406858	191.862903	204.4555278	149.0952348	187.6460928	173.1428533	125.0308342	187.2807791	189.1913939
72	162.8406858	191.862903	204.4555278	149.0952348	187.6460928	173.1428533	125.0308342	187.2807791	189.1913939
73	162.8406858	190.7661413	204.4555278	149.0952348	187.6460928	173.1428533	126.1275959	188.3775408	189.1913939
74	162.8406858	190.7661413	204.4555278	149.0952348	187.6460928	173.1428533	126.1275959	188.3775408	189.1913939
75	162.8406858	190.7661413	204.4555278	149.0952348	187.6460928	173.1428533	126.1275959	188.3775408	189.1913939
76	162.8406858	191.3145221	204.4555278	149.0952348	187.0977119	173.1428533	126.1275959	188.3775408	189.1913939
77	162.8406858	191.3145221	204.4555278	149.0952348	187.0977119	173.1428533	126.1275959	188.3775408	189.1913939
78	162.8406858	191.3145221	204.4555278	149.0952348	187.0977119	173.1428533	126.1275959	188.3775408	189.1913939
79	162.8406858	191.3145221	204.4555278	149.0952348	187.0977119	173.1428533	126.1275959	188.3775408	189.1913939
80	162.8406858	191.862903	204.4555278	149.0952348	187.0977119	173.1428533	125.579215	187.82916	189.1913939
81	162.8406858	191.862903	204.4555278	149.0952348	187.0977119	173.1428533	125.579215	187.82916	189.1913939
82	162.8406858	191.862903	204.4555278	149.0952348	187.0977119	173.1428533	125.579215	187.82916	189.1913939
83	162.8406858	191.3145221	204.4555278	149.0952348	187.0977119	173.1428533	126.1275959	188.3775408	189.1913939
84	162.8406858	191.3145221	204.4555278	149.0952348	187.0977119	173.1428533	126.1275959	188.3775408	189.1913939
85	162.8406858	190.7661413	204.4555278	149.0952348	187.0977119	173.1428533	126.6759768	188.9259217	189.1913939
86	162.8406858	190.7661413	204.4555278	149.0952348	187.0977119	173.1428533	126.6759768	188.9259217	189.1913939
87	162.8406858	190.2177604	204.4555278	149.0952348	187.0977119	173.1428533	127.2243576	189.4743025	189.1913939
88	162.8406858	190.2177604	204.4555278	149.0952348	187.0977119	173.1428533	127.2243576	189.4743025	189.1913939
89	162.8406858	190.2177604	204.4555278	149.0952348	187.0977119	173.1428533	127.2243576	189.4743025	189.1913939
90	162.8406858	191.3145221	204.4555278	149.0952348	186.5493311	173.1428533	126.6759768	188.9259217	189.1913939
91	162.8406858	191.3145221	204.4555278	149.0952348	187.0977119	173.1428533	126.1275959	188.3775408	189.1913939
92	166.4593678	194.9332041	204.4555278	149.0952348	187.0977119	173.1428533	126.1275959	184.7588589	189.1913939
93	166.4593678	195.4815849	204.4555278	149.0952348	186.5493311	173.1428533	126.1275959	184.7588589	189.1913939
94	166.4593678	194.9332041	204.4555278	149.0952348	186.5493311	173.1428533	126.6759768	185.3072398	189.1913939
95	166.4593678	194.9332041	204.4555278	149.0952348	186.0009502	173.1428533	127.2243576	185.8556206	189.1913939
96	166.4593678	194.9332041	204.4555278	149.0952348	186.0009502	173.1428533	127.2243576	185.8556206	189.1913939
97	166.4593678	194.9332041	204.4555278	149.0952348	186.0009502	173.1428533	127.2243576	185.8556206	189.1913939
98	166.4593678	194.9332041	204.4555278	149.0952348	186.5493311	173.1428533	126.6759768	185.3072398	189.1913939
99	166.4593678	194.9332041	204.4555278	149.0952348	186.5493311	173.1428533	126.6759768	185.3072398	189.1913939
100	166.4593678	194.3848232	204.4555278	149.0952348	186.5493311	173.1428533	127.2243576	185.8556206	189.1913939
101	166.4593678	194.3848232	204.4555278	149.0952348	186.5493311	173.1428533	127.2243576	185.8556206	189.1913939
102	166.4593678	193.8364424	204.4555278	149.0952348	186.5493311	173.1428533	127.7727385	186.4040015	189.1913939
103	166.4593678	194.3848232	204.4555278	149.0952348	186.5493311	173.1428533	127.2243576	185.8556206	189.1913939
104	166.4593678	193.8364424	204.4555278	149.0952348	187.0977119	173.1428533	127.2243576	185.8556206	189.1913939
105	166.4593678	193.8364424	204.4555278	149.0952348	186.5493311	173.1428533	127.7727385	186.4040015	189.1913939
106	166.4593678	193.8364424	204.4555278	149.0952348	186.0009502	173.1428533	128.3211193	186.9523823	189.1913939
107	166.4593678	193.8364424	204.4555278	149.0952348	186.5493311	173.1428533	127.7727385	186.4040015	189.1913939
108	166.4593678	193.8364424	204.4555278	149.0952348	186.5493311	173.1428533	127.7727385	186.4040015	189.1913939
109	166.4593678	193.8364424	204.4555278	149.0952348	186.0009502	173.1428533	128.3211193	186.9523823	189.1913939
110	166.4593678	193.8364424	204.4555278	149.0952348	186.0009502	173.1428533	128.3211193	186.9523823	189.1913939
111	166.4593678	193.8364424	204.4555278	149.0952348	186.5493311	173.1428533	127.7727385	186.4040015	189.1913939
112	166.4593678	193.8364424	204.4555278	149.0952348	186.5493311	173.1428533	127.7727385	186.4040015	189.1913939
113	166.4593678	193.2880615	204.4555278	149.0952348	186.5493311	173.1428533	128.3211193	186.9523823	189.1913939
114	166.4593678	193.2880615	204.4555278	149.0952348	186.0009502	173.1428533	128.8695002	187.5007632	189.1913939
115	166.4593678	193.2880615	204.4555278	149.0952348	186.0009502	173.1428533	128.8695002	187.5007632	189.1913939
116	166.4593678	193.2880615	204.4555278	149.0952348	186.0009502	173.1428533	128.8695002	187.5007632	189.1913939
117	166.4593678	193.2880615	204.4555278	149.0952348	186.0009502	173.1428533	128.8695002	187.5007632	189.1913939
118	166.4593678	193.2880615	204.4555278	149.0952348	186.0009502	173.1428533	128.8695002	187.5007632	189.1913939
119	166.4593678	193.2880615	204.4555278	149.0952348	186.0009502	173.1428533	128.8695002	187.5007632	189.1913939
120	166.4593678	192.7396806	204.4555278	149.0952348	186.0009502	173.1428533	129.417881	188.049144	189.1913939
121	166.4593678	192.7396806	204.4555278	149.0952348	186.0009502	173.1428533	129.417881	188.049144	189.1913939
122	166.4593678	192.7396806	204.4555278	149.0952348	186.0009502	173.1428533	129.417881	188.049144	189.1913939
123	166.4593678	192.7396806	204.4555278	149.0952348	186.0009502	173.1428533	129.417881	188.049144	189.1913939
124	166.4593678	192.7396806	204.4555278	149.0952348	186.0009502	173.1428533	129.417881	188.049144	189.1913939
125	166.4593678	192.7396806	204.4555278	149.0952348	186.0009502	173.1428533	129.417881	188.049144	189.1913939
126	166.4593678	192.7396806	204.4555278	149.0952348	185.4525694	173.1428533	129.9662619	188.5975249	189.1913939
127	166.4593678	193.2880615	204.4555278	149.0952348	185.4525694	173.1428533	129.417881	188.049144	189.1913939
128	166.4593678	192.7396806	204.4555278	149.0952348	185.4525694	173.1428533	129.9662619	188.5975249	189.1913939
129	166.4593678	192.7396806	204.4555278	149.0952348	185.4525694	173.1428533	129.9662619	188.5975249	189.1913939
130	166.4593678	192.7396806	204.4555278	149.0952348	185.4525694	173.1428533	129.9662619	188.5975249	189.1913939
131	164.6500268	190.9303397	204.4555278	149.0952348	184.9041885	173.1428533	130.5146427	190.9552467	189.1913939
132	164.6500268	190.9303397	204.4555278	149.0952348	184.9041885	173.1428533	130.5146427	190.9552467	189.1913939
133	164.6500268	190.9303397	204.4555278	149.0952348	184.9041885	173.1428533	130.5146427	190.9552467	189.1913939
134	164.6500268	190.9303397	204.4555278	149.0952348	184.9041885	173.1428533	130.5146427	190.9552467	189.1913939
135	164.6500268	190.9303397	204.4555278	149.0952348	184.9041885	173.1428533	130.5146427	190.9552467	189.1913939
136	164.6500268	190.9303397	204.4555278	149.0952348	184.9041885	173.1428533	130.5146427	190.9552467	189.1913939
137	164.6500268	191.4787205	204.4555278	149.0952348	184.9041885	173.1428533	129.9662619	190.4068658	189.1913939
138	164.6500268	190.9303397	204.4555278	149.0952348	184.9041885	173.1428533	130.5146427	190.9552467	189.1913939
139	164.6500268	191.4787205	204.4555278	149.0952348	184.3558077	173.1428533	130.5146427	190.9552467	189.1913939
140	164.6500268	192.0271014	204.4555278	149.0952348	184.3558077	173.1428533	129.9662619	190.4068658	189.1913939
141	164.6500268	191.4787205	204.4555278	149.0952348	184.3558077	173.1428533	130.5146427	190.9552467	189.1913939
142	164.6500268	192.0271014	204.4555278	149.0952348	183.8074268	173.1428533	130.5146427	190.9552467	189.1913939
143	164.6500268	192.0271014	204.4555278	149.0952348	183.8074268	173.1428533	130.5146427	190.9552467	189.1913939
144	164.6500268	192.0271014	204.4555278	149.0952348	183.8074268	173.1428533	130.5146427	190.9552467	189.1913939
145	164.6500268	192.0271014	204.4555278	149.0952348	183.8074268	173.1428533	130.5146427	190.9552467	189.1913939
146	164.6500268	192.0271014	204.4555278	149.0952348	183.8074268	173.1428533	130.5146427	190.9552467	189.1913939
147	164.6500268	190.9303397	204.4555278	149.0952348	184.3558077	173.1428533	131.0630236	191.5036275	189.1913939
148	164.6500268	190.9303397	204.4555278	149.0952348	184.3558077	173.1428533	131.0630236	191.5036275	189.1913939
149	164.6500268	190.9303397	204.4555278	149.0952348	184.3558077	173.1428533	131.0630236	191.5036275	189.1913939
150	164.6500268	191.4787205	204.4555278	149.0952348	184.3558077	173.1428533	130.5146427	190.9552467	189.1913939
151	164.6500268	191.4787205	204.4555278	149.0952348	184.3558077	173.1428533	130.5146427	190.9552467	189.1913939
152	164.6500268	191.4787205	204.4555278	149.0952348	184.3558077	173.1428533	130.5146427	190.9552467	189.1913939
153	164.6500268	191.4787205	204.4555278	149.0952348	184.3558077	173.1428533	130.5146427	190.9552467	189.1913939
154	164.6500268	191.4787205	204.4555278	149.0952348	184.3558077	173.1428533	130.5146427	190.9552467	189.1913939
155	166.4593678	193.2880615	204.4555278	149.0952348	184.3558077	173.1428533	130.5146427	189.1459057	189.1913939
156	166.4593678	193.2880615	204.4555278	149.0952348	184.3558077	173.1428533	130.5146427	189.1459057	189.1913939
157	166.4593678	193.2880615	204.4555278	149.0952348	184.3558077	173.1428533	130.5146427	189.1459057	189.1913939
158	166.4593678	193.2880615	204.4555278	149.0952348	184.9041885	173.1428533	129.9662619	188.5975249	189.1913939
159	166.4593678	193.2880615	204.4555278	149.0952348	184.3558077	173.1428533	130.5146427	189.1459057	189.1913939
160	166.4593678	193.8364424	204.4555278	149.0952348	184.3558077	173.1428533	129.9662619	188.5975249	189.1913939
161	164.6500268	192.0271014	204.4555278	149.0952348	184.3558077	173.1428533	129.9662619	190.4068658	189.1913939
162	164.6500268	192.0271014	204.4555278	149.0952348	184.3558077	173.1428533	129.9662619	190.4068658	189.1913939
163	164.6500268	192.0271014	204.4555278	149.0952348	184.3558077	173.1428533	129.9662619	190.4068658	189.1913939
164	164.6500268	190.9303397	204.4555278	149.0952348	184.3558077	173.1428533	131.0630236	191.5036275	189.1913939
165	164.6500268	190.3819588	204.4555278	149.0952348	184.3558077	173.1428533	131.6114044	192.0520084	189.1913939
166	162.8406858	188.5726179	204.4555278	149.0952348	184.3558077	173.1428533	131.6114044	193.8613493	189.1913939
167	164.6500268	190.9303397	204.4555278	149.0952348	184.3558077	173.1428533	131.0630236	191.5036275	189.1913939
168	164.6500268	190.9303397	204.4555278	149.0952348	183.8074268	173.1428533	131.6114044	192.0520084	189.1913939
169	164.6500268	190.9303397	204.4555278	149.0952348	183.8074268	173.1428533	131.6114044	192.0520084	189.1913939
170	164.6500268	190.9303397	204.4555278	149.0952348	183.8074268	173.1428533	131.6114044	192.0520084	189.1913939
171	164.6500268	190.9303397	204.4555278	149.0952348	183.8074268	173.1428533	131.6114044	192.0520084	189.1913939
172	164.6500268	190.9303397	204.4555278	150.6984093	185.4106014	173.1428533	131.6114044	190.4488338	189.1913939
173	164.6500268	190.3819588	204.4555278	150.6984093	184.8622205	173.1428533	132.7081661	191.5455955	189.1913939
174	164.6500268	190.3819588	204.4555278	150.6984093	184.8622205	173.1428533	132.7081661	191.5455955	189.1913939
175	164.6500268	191.4787205	204.4555278	150.6984093	184.8622205	173.1428533	131.6114044	190.4488338	189.1913939
176	164.6500268	190.9303397	204.4555278	150.6984093	184.8622205	173.1428533	132.1597853	190.9972147	189.1913939
177	164.6500268	190.9303397	204.4555278	150.6984093	184.8622205	173.1428533	132.1597853	190.9972147	189.1913939
178	164.6500268	190.9303397	204.4555278	150.6984093	184.8622205	173.1428533	132.1597853	190.9972147	189.1913939
179	164.6500268	190.9303397	204.4555278	150.6984093	184.8622205	173.1428533	132.1597853	190.9972147	189.1913939
180	164.6500268	190.9303397	204.4555278	150.6984093	184.8622205	173.1428533	132.1597853	190.9972147	189.1913939
181	164.6500268	190.9303397	204.4555278	150.6984093	184.8622205	173.1428533	132.1597853	190.9972147	189.1913939
182	164.6500268	190.9303397	204.4555278	150.6984093	184.8622205	173.1428533	132.1597853	190.9972147	189.1913939
183	164.6500268	190.9303397	204.4555278	150.6984093	184.8622205	173.1428533	132.1597853	190.9972147	189.1913939
184	164.6500268	190.9303397	204.4555278	150.6984093	184.8622205	173.1428533	132.1597853	190.9972147	189.1913939
185	164.6500268	190.9303397	204.4555278	150.6984093	184.8622205	173.1428533	132.1597853	190.9972147	189.1913939
186	164.6500268	190.9303397	204.4555278	150.6984093	184.8622205	173.1428533	132.1597853	190.9972147	189.1913939
187	164.6500268	190.9303397	204.4555278	150.6984093	184.8622205	173.1428533	132.1597853	190.9972147	189.1913939
188	164.6500268	190.9303397	204.4555278	150.6984093	184.8622205	173.1428533	132.1597853	190.9972147	189.1913939
189	164.6500268	190.9303397	204.4555278	150.6984093	184.8622205	173.1428533	132.1597853	190.9972147	189.1913939
190	164.6500268	190.9303397	204.4555278	150.6984093	184.8622205	173.1428533	132.1597853	190.9972147	189.1913939
191	164.6500268	190.9303397	204.4555278	150.6984093	184.3138397	173.1428533	132.7081661	191.5455955	189.1913939
192	164.6500268	190.9303397	204.4555278	150.6984093	184.3138397	173.1428533	132.7081661	191.5455955	189.1913939
193	164.6500268	190.9303397	204.4555278	150.6984093	184.3138397	173.1428533	132.7081661	191.5455955	189.1913939
194	164.6500268	190.9303397	204.4555278	150.6984093	184.3138397	173.1428533	132.7081661	191.5455955	189.1913939
195	164.6500268	190.9303397	204.4555278	150.6984093	184.3138397	173.1428533	132.7081661	191.5455955	189.1913939
196	164.6500268	190.9303397	204.4555278	150.6984093	184.3138397	173.1428533	132.7081661	191.5455955	189.1913939
197	164.6500268	190.9303397	204.4555278	150.6984093	184.3138397	173.1428533	132.7081661	191.5455955	189.1913939
198	164.6500268	190.9303397	204.4555278	150.6984093	184.3138397	173.1428533	132.7081661	191.5455955	189.1913939
199	164.6500268	190.9303397	204.4555278	150.6984093	184.3138397	173.1428533	132.7081661	191.5455955	189.1913939
200	164.6500268	190.9303397	204.4555278	150.6984093	184.3138397	173.1428533	132.7081661	191.5455955	189.1913939
201	164.6500268	190.9303397	204.4555278	150.6984093	184.3138397	173.1428533	132.7081661	191.5455955	189.1913939
202	164.6500268	190.9303397	204.4555278	150.6984093	184.3138397	173.1428533	132.7081661	191.5455955	189.1913939
203	164.6500268	190.9303397	204.4555278	150.6984093	184.3138397	173.1428533	132.7081661	191.5455955	189.1913939
204	164.6500268	190.3819588	204.4555278	150.6984093	184.3138397	173.1428533	133.256547	192.0939764	189.1913939
205	164.6500268	189.833578	204.4555278	150.6984093	184.3138397	173.1428533	133.8049278	192.6423572	189.1913939
206	164.6500268	189.833578	204.4555278	150.6984093	184.3138397	173.1428533	133.8049278	192.6423572	189.1913939
207	162.8406858	188.024237	204.4555278	150.6984093	184.3138397	173.1428533	133.8049278	194.4516982	189.1913939
208	162.8406858	188.024237	204.4555278	150.6984093	184.3138397	173.1428533	133.8049278	194.4516982	189.1913939
209	162.8406858	188.024237	204.4555278	150.6984093	184.3138397	173.1428533	133.8049278	194.4516982	189.1913939
210	164.6500268	189.2851971	204.4555278	150.6984093	184.3138397	173.1428533	134.3533087	193.1907381	189.1913939
211	164.6500268	189.2851971	204.4555278	150.6984093	184.3138397	173.1428533	134.3533087	193.1907381	189.1913939
212	164.6500268	189.2851971	204.4555278	150.6984093	184.3138397	173.1428533	134.3533087	193.1907381	189.1913939
213	164.6500268	189.833578	204.4555278	150.6984093	183.7654588	173.1428533	134.3533087	193.1907381	189.1913939
214	164.6500268	190.9303397	204.4555278	150.6984093	183.7654588	173.1428533	133.256547	192.0939764	189.1913939
215	164.6500268	190.9303397	204.4555278	150.6984093	183.7654588	173.1428533	133.256547	192.0939764	189.1913939
216	164.6500268	190.9303397	204.4555278	150.6984093	183.7654588	173.1428533	133.256547	192.0939764	189.1913939
217	164.6500268	190.9303397	204.4555278	150.6984093	183.7654588	173.1428533	133.256547	192.0939764	189.1913939
218	164.6500268	190.9303397	204.4555278	150.6984093	183.7654588	173.1428533	133.256547	192.0939764	189.1913939
219	164.6500268	190.9303397	204.4555278	150.6984093	183.7654588	173.1428533	133.256547	192.0939764	189.1913939
220	164.6500268	190.9303397	204.4555278	150.6984093	183.7654588	173.1428533	133.256547	192.0939764	189.1913939
221	164.6500268	190.3819588	204.4555278	150.6984093	183.7654588	173.1428533	133.8049278	192.6423572	189.1913939
222	164.6500268	190.3819588	204.4555278	150.6984093	183.7654588	173.1428533	133.8049278	192.6423572	189.1913939
223	164.6500268	190.3819588	204.4555278	150.6984093	183.7654588	173.1428533	133.8049278	192.6423572	189.1913939
224	164.6500268	190.9303397	204.4555278	150.6984093	183.7654588	173.1428533	133.256547	192.0939764	189.1913939
225	164.6500268	190.9303397	204.4555278	150.6984093	183.7654588	173.1428533	133.256547	192.0939764	189.1913939
226	164.6500268	190.9303397	204.4555278	150.6984093	183.7654588	173.1428533	133.256547	192.0939764	189.1913939
227	166.4593678	192.1912998	204.4555278	150.6984093	183.7654588	173.1428533	133.8049278	190.8330163	189.1913939
228	166.4593678	192.1912998	204.4555278	150.6984093	183.217078	173.1428533	134.3533087	191.3813971	189.1913939
229	166.4593678	192.1912998	204.4555278	150.6984093	183.217078	173.1428533	134.3533087	191.3813971	189.1913939
230	166.4593678	192.1912998	204.4555278	150.6984093	183.217078	173.1428533	134.3533087	191.3813971	189.1913939
231	166.4593678	192.1912998	204.4555278	150.6984093	183.217078	173.1428533	134.3533087	191.3813971	189.1913939
232	166.4593678	192.1912998	204.4555278	150.6984093	183.217078	173.1428533	134.3533087	191.3813971	189.1913939
233	166.4593678	192.1912998	204.4555278	150.6984093	183.217078	173.1428533	134.3533087	191.3813971	189.1913939
234	166.4593678	192.1912998	204.4555278	150.6984093	183.217078	173.1428533	134.3533087	191.3813971	189.1913939
235	166.4593678	191.0945381	204.4555278	150.6984093	183.217078	173.1428533	135.4500704	192.4781588	189.1913939
236	166.4593678	191.6429189	204.4555278	150.6984093	183.217078	173.1428533	134.9016895	191.929778	189.1913939
237	166.4593678	191.0945381	204.4555278	150.6984093	183.217078	173.1428533	135.4500704	192.4781588	189.1913939
238	166.4593678	191.0945381	204.4555278	150.6984093	183.217078	173.1428533	135.4500704	192.4781588	189.1913939
239	166.4593678	191.0945381	204.4555278	150.6984093	183.217078	173.1428533	135.4500704	192.4781588	189.1913939
240	166.4593678	191.6429189	204.4555278	150.6984093	183.217078	173.1428533	134.9016895	191.929778	189.1913939
241	166.4593678	191.6429189	204.4555278	150.6984093	183.217078	173.1428533	134.9016895	191.929778	189.1913939
242	166.4593678	191.6429189	204.4555278	150.6984093	183.217078	173.1428533	134.9016895	191.929778	189.1913939
243	166.4593678	191.6429189	204.4555278	150.6984093	183.217078	173.1428533	134.9016895	191.929778	189.1913939
244	166.4593678	191.6429189	204.4555278	150.6984093	183.217078	173.1428533	134.9016895	191.929778	189.1913939
245	166.4593678	191.6429189	204.4555278	150.6984093	183.217078	173.1428533	134.9016895	191.929778	189.1913939
246	166.4593678	191.6429189	204.4555278	150.6984093	183.217078	173.1428533	134.9016895	191.929778	189.1913939
247	166.4593678	191.6429189	204.4555278	150.6984093	183.217078	173.1428533	134.9016895	191.929778	189.1913939
