iter	F1:class=0_TP	F1:class=0_TP+FP	F1:class=0_TP+FN	F1:class=1_TP	F1:class=1_TP+FP	F1:class=1_TP+FN	F1:class=2_TP	F1:class=2_TP+FP	F1:class=2_TP+FN
248	166.4593678	191.0945381	204.4555278	150.6984093	182.6686971	173.1428533	135.9984512	193.0265397	189.1913939
249	166.4593678	191.0945381	204.4555278	150.6984093	182.6686971	173.1428533	135.9984512	193.0265397	189.1913939
250	164.6500268	189.2851971	204.4555278	150.6984093	182.6686971	173.1428533	135.9984512	194.8358806	189.1913939
251	164.6500268	189.2851971	204.4555278	150.6984093	183.217078	173.1428533	135.4500704	194.2874998	189.1913939
252	164.6500268	189.2851971	204.4555278	150.6984093	183.217078	173.1428533	135.4500704	194.2874998	189.1913939
253	164.6500268	189.2851971	204.4555278	150.6984093	183.217078	173.1428533	135.4500704	194.2874998	189.1913939
254	164.6500268	189.2851971	204.4555278	150.6984093	183.217078	173.1428533	135.4500704	194.2874998	189.1913939
255	164.6500268	189.2851971	204.4555278	150.6984093	183.217078	173.1428533	135.4500704	194.2874998	189.1913939
256	164.6500268	189.2851971	204.4555278	150.6984093	183.217078	173.1428533	135.4500704	194.2874998	189.1913939
257	164.6500268	189.2851971	204.4555278	150.6984093	183.217078	173.1428533	135.4500704	194.2874998	189.1913939
258	164.6500268	189.2851971	204.4555278	150.6984093	183.217078	173.1428533	135.4500704	194.2874998	189.1913939
259	164.6500268	189.2851971	204.4555278	150.6984093	182.6686971	173.1428533	135.9984512	194.8358806	189.1913939
260	164.6500268	189.2851971	204.4555278	150.6984093	182.6686971	173.1428533	135.9984512	194.8358806	189.1913939
261	164.6500268	189.2851971	204.4555278	150.6984093	182.6686971	173.1428533	135.9984512	194.8358806	189.1913939
262	164.6500268	189.2851971	204.4555278	150.6984093	182.6686971	173.1428533	135.9984512	194.8358806	189.1913939
263	164.6500268	189.2851971	204.4555278	150.6984093	182.6686971	173.1428533	135.9984512	194.8358806	189.1913939
264	164.6500268	188.7368163	204.4555278	150.6984093	182.6686971	173.1428533	136.5468321	195.3842615	189.1913939
265	164.6500268	189.2851971	204.4555278	150.6984093	183.217078	173.1428533	135.4500704	194.2874998	189.1913939
266	164.6500268	189.2851971	204.4555278	150.6984093	183.217078	173.1428533	135.4500704	194.2874998	189.1913939
267	164.6500268	189.2851971	204.4555278	150.6984093	183.217078	173.1428533	135.4500704	194.2874998	189.1913939
268	164.6500268	188.7368163	204.4555278	150.6984093	183.217078	173.1428533	135.9984512	194.8358806	189.1913939
269	164.6500268	188.7368163	204.4555278	150.6984093	183.217078	173.1428533	135.9984512	194.8358806	189.1913939
270	164.6500268	188.7368163	204.4555278	150.6984093	183.217078	173.1428533	135.9984512	194.8358806	189.1913939
271	166.4593678	190.5461572	204.4555278	150.6984093	183.217078	173.1428533	135.9984512	193.0265397	189.1913939
272	166.4593678	190.5461572	204.4555278	150.6984093	183.217078	173.1428533	135.9984512	193.0265397	189.1913939
273	164.6500268	188.7368163	204.4555278	150.6984093	183.217078	173.1428533	135.9984512	194.8358806	189.1913939
274	164.6500268	188.7368163	204.4555278	150.6984093	182.6686971	173.1428533	136.5468321	195.3842615	189.1913939
275	164.6500268	188.7368163	204.4555278	150.6984093	182.6686971	173.1428533	136.5468321	195.3842615	189.1913939
276	166.4593678	190.5461572	204.4555278	150.6984093	182.6686971	173.1428533	136.5468321	193.5749205	189.1913939
277	166.4593678	190.5461572	204.4555278	150.6984093	182.6686971	173.1428533	136.5468321	193.5749205	189.1913939
278	166.4593678	190.5461572	204.4555278	150.6984093	182.6686971	173.1428533	136.5468321	193.5749205	189.1913939
279	168.2687087	192.3554982	204.4555278	150.6984093	182.6686971	173.1428533	136.5468321	191.7655796	189.1913939
280	168.2687087	192.3554982	204.4555278	150.6984093	182.6686971	173.1428533	136.5468321	191.7655796	189.1913939
281	168.2687087	192.3554982	204.4555278	150.6984093	182.6686971	173.1428533	136.5468321	191.7655796	189.1913939
282	168.2687087	192.3554982	204.4555278	150.6984093	182.6686971	173.1428533	136.5468321	191.7655796	189.1913939
283	168.2687087	192.3554982	204.4555278	150.6984093	182.6686971	173.1428533	136.5468321	191.7655796	189.1913939
284	168.2687087	192.3554982	204.4555278	150.6984093	182.6686971	173.1428533	136.5468321	191.7655796	189.1913939
285	168.2687087	192.3554982	204.4555278	150.6984093	182.6686971	173.1428533	136.5468321	191.7655796	189.1913939
286	168.2687087	192.3554982	204.4555278	150.6984093	182.6686971	173.1428533	136.5468321	191.7655796	189.1913939
287	168.2687087	192.3554982	204.4555278	150.6984093	182.6686971	173.1428533	136.5468321	191.7655796	189.1913939
288	168.2687087	192.3554982	204.4555278	150.6984093	182.6686971	173.1428533	136.5468321	191.7655796	189.1913939
289	168.2687087	192.3554982	204.4555278	150.6984093	182.6686971	173.1428533	136.5468321	191.7655796	189.1913939
290	168.2687087	192.3554982	204.4555278	150.6984093	182.6686971	173.1428533	136.5468321	191.7655796	189.1913939
291	168.2687087	192.3554982	204.4555278	150.6984093	182.1203163	173.1428533	137.0952129	192.3139604	189.1913939
292	168.2687087	192.3554982	204.4555278	150.6984093	182.1203163	173.1428533	137.0952129	192.3139604	189.1913939
293	168.2687087	192.3554982	204.4555278	150.6984093	182.1203163	173.1428533	137.0952129	192.3139604	189.1913939
294	168.2687087	192.3554982	204.4555278	150.6984093	182.1203163	173.1428533	137.0952129	192.3139604	189.1913939
295	168.2687087	192.3554982	204.4555278	150.6984093	182.1203163	173.1428533	137.0952129	192.3139604	189.1913939
296	168.2687087	192.3554982	204.4555278	150.6984093	182.1203163	173.1428533	137.0952129	192.3139604	189.1913939
297	166.4593678	190.5461572	204.4555278	150.6984093	182.1203163	173.1428533	137.0952129	194.1233014	189.1913939
298	166.4593678	190.5461572	204.4555278	150.6984093	182.1203163	173.1428533	137.0952129	194.1233014	189.1913939
299	166.4593678	190.5461572	204.4555278	150.6984093	182.1203163	173.1428533	137.0952129	194.1233014	189.1913939
300	166.4593678	190.5461572	204.4555278	150.6984093	182.1203163	173.1428533	137.0952129	194.1233014	189.1913939
301	166.4593678	190.5461572	204.4555278	150.6984093	182.1203163	173.1428533	137.0952129	194.1233014	189.1913939
302	166.4593678	190.5461572	204.4555278	150.6984093	182.1203163	173.1428533	137.0952129	194.1233014	189.1913939
303	166.4593678	190.5461572	204.4555278	150.6984093	182.1203163	173.1428533	137.0952129	194.1233014	189.1913939
304	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
305	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
306	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
307	164.6500268	189.2851971	204.4555278	150.6984093	182.6686971	173.1428533	135.9984512	194.8358806	189.1913939
308	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
309	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
310	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
311	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
312	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
313	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
314	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
315	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
316	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
317	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
318	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
319	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
320	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
321	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
322	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
323	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
324	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
325	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
326	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
327	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
328	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
329	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
330	164.6500268	189.2851971	204.4555278	150.6984093	182.1203163	173.1428533	136.5468321	195.3842615	189.1913939
331	164.6500268	189.2851971	204.4555278	149.0952348	180.5171417	173.1428533	136.5468321	196.9874361	189.1913939
332	164.6500268	189.2851971	204.4555278	149.0952348	180.5171417	173.1428533	136.5468321	196.9874361	189.1913939
333	164.6500268	189.2851971	204.4555278	149.0952348	180.5171417	173.1428533	136.5468321	196.9874361	189.1913939
334	164.6500268	189.2851971	204.4555278	149.0952348	180.5171417	173.1428533	136.5468321	196.9874361	189.1913939
335	164.6500268	189.2851971	204.4555278	149.0952348	180.5171417	173.1428533	136.5468321	196.9874361	189.1913939
336	164.6500268	189.2851971	204.4555278	149.0952348	180.5171417	173.1428533	136.5468321	196.9874361	189.1913939
337	164.6500268	189.2851971	204.4555278	149.0952348	180.5171417	173.1428533	136.5468321	196.9874361	189.1913939
338	164.6500268	189.2851971	204.4555278	149.0952348	180.5171417	173.1428533	136.5468321	196.9874361	189.1913939
339	164.6500268	188.7368163	204.4555278	149.0952348	180.5171417	173.1428533	137.0952129	197.5358169	189.1913939
340	164.6500268	188.7368163	204.4555278	149.0952348	180.5171417	173.1428533	137.0952129	197.5358169	189.1913939
341	164.6500268	188.7368163	204.4555278	149.0952348	180.5171417	173.1428533	137.0952129	197.5358169	189.1913939
342	164.6500268	188.7368163	204.4555278	149.0952348	180.5171417	173.1428533	137.0952129	197.5358169	189.1913939
343	164.6500268	188.7368163	204.4555278	149.0952348	180.5171417	173.1428533	137.0952129	197.5358169	189.1913939
344	164.6500268	188.7368163	204.4555278	149.0952348	180.5171417	173.1428533	137.0952129	197.5358169	189.1913939
345	164.6500268	188.7368163	204.4555278	149.0952348	180.5171417	173.1428533	137.0952129	197.5358169	189.1913939
346	164.6500268	188.7368163	204.4555278	149.0952348	180.5171417	173.1428533	137.0952129	197.5358169	189.1913939
347	162.8406858	186.9274753	204.4555278	149.0952348	180.5171417	173.1428533	137.0952129	199.3451579	189.1913939
348	162.8406858	186.9274753	204.4555278	149.0952348	180.5171417	173.1428533	137.0952129	199.3451579	189.1913939
349	164.6500268	188.7368163	204.4555278	149.0952348	180.5171417	173.1428533	137.0952129	197.5358169	189.1913939
350	164.6500268	188.7368163	204.4555278	149.0952348	180.5171417	173.1428533	137.0952129	197.5358169	189.1913939
351	164.6500268	188.7368163	204.4555278	149.0952348	180.5171417	173.1428533	137.0952129	197.5358169	189.1913939
352	164.6500268	188.7368163	204.4555278	149.0952348	180.5171417	173.1428533	137.0952129	197.5358169	189.1913939
353	164.6500268	188.7368163	204.4555278	149.0952348	180.5171417	173.1428533	137.0952129	197.5358169	189.1913939
354	162.8406858	187.4758562	204.4555278	149.0952348	180.5171417	173.1428533	136.5468321	198.796777	189.1913939
355	162.8406858	187.4758562	204.4555278	149.0952348	180.5171417	173.1428533	136.5468321	198.796777	189.1913939
356	162.8406858	188.024237	204.4555278	149.0952348	179.9687608	173.1428533	136.5468321	198.796777	189.1913939
357	162.8406858	188.024237	204.4555278	149.0952348	179.9687608	173.1428533	136.5468321	198.796777	189.1913939
358	162.8406858	186.9274753	204.4555278	149.0952348	179.9687608	173.1428533	137.6435938	199.8935387	189.1913939
359	162.8406858	187.4758562	204.4555278	149.0952348	179.9687608	173.1428533	137.0952129	199.3451579	189.1913939
360	162.8406858	187.4758562	204.4555278	149.0952348	179.9687608	173.1428533	137.0952129	199.3451579	189.1913939
361	162.8406858	187.4758562	204.4555278	149.0952348	179.9687608	173.1428533	137.0952129	199.3451579	189.1913939
362	162.8406858	187.4758562	204.4555278	149.0952348	179.9687608	173.1428533	137.0952129	199.3451579	189.1913939
363	162.8406858	188.024237	204.4555278	149.0952348	180.5171417	173.1428533	135.9984512	198.2483962	189.1913939
364	162.8406858	188.024237	204.4555278	149.0952348	180.5171417	173.1428533	135.9984512	198.2483962	189.1913939
365	162.8406858	188.024237	204.4555278	149.0952348	179.9687608	173.1428533	136.5468321	198.796777	189.1913939
366	162.8406858	188.024237	204.4555278	149.0952348	179.9687608	173.1428533	136.5468321	198.796777	189.1913939
367	162.8406858	188.024237	204.4555278	149.0952348	179.9687608	173.1428533	136.5468321	198.796777	189.1913939
368	162.8406858	188.024237	204.4555278	149.0952348	179.42038	173.1428533	137.0952129	199.3451579	189.1913939
369	162.8406858	188.024237	204.4555278	149.0952348	179.42038	173.1428533	137.0952129	199.3451579	189.1913939
370	162.8406858	188.024237	204.4555278	149.0952348	179.9687608	173.1428533	136.5468321	198.796777	189.1913939
371	162.8406858	187.4758562	204.4555278	149.0952348	179.9687608	173.1428533	137.0952129	199.3451579	189.1913939
372	162.8406858	187.4758562	204.4555278	149.0952348	179.9687608	173.1428533	137.0952129	199.3451579	189.1913939
373	162.8406858	187.4758562	204.4555278	149.0952348	179.9687608	173.1428533	137.0952129	199.3451579	189.1913939
374	162.8406858	187.4758562	204.4555278	149.0952348	179.9687608	173.1428533	137.0952129	199.3451579	189.1913939
375	162.8406858	188.024237	204.4555278	149.0952348	179.42038	173.1428533	137.0952129	199.3451579	189.1913939
376	162.8406858	188.024237	204.4555278	149.0952348	179.42038	173.1428533	137.0952129	199.3451579	189.1913939
377	162.8406858	188.024237	204.4555278	149.0952348	179.42038	173.1428533	137.0952129	199.3451579	189.1913939
378	162.8406858	188.024237	204.4555278	149.0952348	179.42038	173.1428533	137.0952129	199.3451579	189.1913939
379	162.8406858	188.024237	204.4555278	149.0952348	179.42038	173.1428533	137.0952129	199.3451579	189.1913939
380	162.8406858	187.4758562	204.4555278	149.0952348	179.9687608	173.1428533	137.0952129	199.3451579	189.1913939
381	162.8406858	187.4758562	204.4555278	149.0952348	179.9687608	173.1428533	137.0952129	199.3451579	189.1913939
382	162.8406858	187.4758562	204.4555278	149.0952348	179.9687608	173.1428533	137.0952129	199.3451579	189.1913939
383	162.8406858	187.4758562	204.4555278	149.0952348	179.9687608	173.1428533	137.0952129	199.3451579	189.1913939
384	162.8406858	188.024237	204.4555278	149.0952348	178.8719991	173.1428533	137.6435938	199.8935387	189.1913939
385	162.8406858	188.024237	204.4555278	149.0952348	179.42038	173.1428533	137.0952129	199.3451579	189.1913939
386	162.8406858	188.024237	204.4555278	149.0952348	179.42038	173.1428533	137.0952129	199.3451579	189.1913939
387	162.8406858	188.024237	204.4555278	149.0952348	179.42038	173.1428533	137.0952129	199.3451579	189.1913939
388	162.8406858	188.024237	204.4555278	149.0952348	179.42038	173.1428533	137.0952129	199.3451579	189.1913939
389	162.8406858	188.024237	204.4555278	149.0952348	179.42038	173.1428533	137.0952129	199.3451579	189.1913939
390	162.8406858	188.024237	204.4555278	149.0952348	179.42038	173.1428533	137.0952129	199.3451579	189.1913939
391	162.8406858	188.024237	204.4555278	149.0952348	179.42038	173.1428533	137.0952129	199.3451579	189.1913939
392	162.8406858	188.024237	204.4555278	149.0952348	179.42038	173.1428533	137.0952129	199.3451579	189.1913939
393	162.8406858	188.024237	204.4555278	149.0952348	179.42038	173.1428533	137.0952129	199.3451579	189.1913939
394	162.8406858	188.024237	204.4555278	149.0952348	179.42038	173.1428533	137.0952129	199.3451579	189.1913939
395	162.8406858	188.024237	204.4555278	149.0952348	178.8719991	173.1428533	137.6435938	199.8935387	189.1913939
396	162.8406858	188.024237	204.4555278	149.0952348	178.8719991	173.1428533	137.6435938	199.8935387	189.1913939
397	162.8406858	188.024237	204.4555278	149.0952348	178.8719991	173.1428533	137.6435938	199.8935387	189.1913939
398	161.0313449	186.2148961	204.4555278	149.0952348	178.8719991	173.1428533	137.6435938	201.7028797	189.1913939
399	161.0313449	185.6665152	204.4555278	149.0952348	178.8719991	173.1428533	138.1919746	202.2512605	189.1913939
400	161.0313449	186.2148961	204.4555278	149.0952348	178.8719991	173.1428533	137.6435938	201.7028797	189.1913939
401	161.0313449	186.2148961	204.4555278	149.0952348	178.8719991	173.1428533	137.6435938	201.7028797	189.1913939
402	162.8406858	188.024237	204.4555278	149.0952348	178.8719991	173.1428533	137.6435938	199.8935387	189.1913939
403	162.8406858	187.4758562	204.4555278	149.0952348	178.8719991	173.1428533	138.1919746	200.4419196	189.1913939
404	162.8406858	187.4758562	204.4555278	149.0952348	178.8719991	173.1428533	138.1919746	200.4419196	189.1913939
405	162.8406858	187.4758562	204.4555278	149.0952348	179.42038	173.1428533	137.6435938	199.8935387	189.1913939
406	162.8406858	187.4758562	204.4555278	149.0952348	179.42038	173.1428533	137.6435938	199.8935387	189.1913939
407	162.8406858	187.4758562	204.4555278	149.0952348	179.42038	173.1428533	137.6435938	199.8935387	189.1913939
